,symbol,name,price_btc,price_usd,percent_change_1h,percent_change_7d,volume_usd_24h,market_cap_usd,max_supply,available_supply,total_supply
906,MAY,Theresa May Coin,0.00000092,0.0103174,-0.84,0.78,630.76,300439.0,100000000.0,29119600.0,29119600.0
907,IMX,Impact,0.00000024,0.00270432,25.88,15.88,758.92,296148.0,,109509174.0,109509174.0
908,XCO,X-Coin,0.00000212,0.0238948,-9.94,-28.72,7223.69,295937.0,,12384976.0,12384976.0
909,DRS,Digital Rupees,0.00000005,0.000563401,-0.35,6.03,1244.13,287787.0,,510802961.0,510802961.0
910,BIP,BipCoin,0.00001491,0.168006,3.18,-8.79,4165.95,273390.0,,1627261.0,1627261.0
911,ECO,EcoCoin,0.00002070,0.23327,-4.11,2.41,29185.7,269020.0,,1153255.0,1155044.0
912,BENJI,BenjiRolls,0.00000117,0.013155,-0.17,3.91,2693.29,266732.0,,20276099.0,20276099.0
913,SFC,Solarflarecoin,0.00000163,0.0183974,1.75,-21.15,5413.47,259099.0,,14083450.0,14083450.0
914,ASAFE2,AllSafe,0.00000274,0.0309219,12.09,34.31,4085.59,253569.0,15000000.0,8200310.0,8200310.0
915,OFF,Cthulhu Offerings,0.00000821,0.0925104,-0.44,-14.12,565.366,242632.0,,2622749.0,2622749.0
916,ALL,Allion,0.00000345,0.0388892,-0.16,-34.53,1347.98,241088.0,,6199359.0,7323359.0
917,CMT,Comet,0.00002345,0.264273,1.43,-15.53,2863.84,230665.0,,872830.0,872830.0
918,USDE,USDe,0.00000002,0.000199831,-1.68,-13.72,820.314,226656.0,1600000000.0,1134236104.0,1134236104.0
919,GTC,Global Tour Coin,0.00000067,0.00754957,-0.32,-9.25,2526.54,225637.0,,29887402.0,89786652.0
920,SPT,Spots,0.00000089,0.0100026,-0.3,-9.19,1240.42,224118.0,,22406021.0,22406021.0
921,ICE,iDice,0.00001250,0.14085,1.15,-33.52,1741.38,221277.0,,1571013.0,2071013.0
922,BLN,Bolenum,0.00000191,0.0215219,-16.52,-27.41,994.803,215219.0,,10000000.0,10000000.0
923,TAJ,TajCoin,0.00000229,0.0258038,-5.31,7.14,557.93,211379.0,,8191789.0,8191789.0
924,BNX,BnrtxCoin,0.00000067,0.00754957,-3.04,-14.34,2845.25,210120.0,,27832001.0,27832001.0
925,ZMC,ZetaMicron,0.00000003,0.000338041,-19.5,-25.64,3380.21,202941.0,,600344291.0,600344291.0
926,NRO,Neuro,0.00000040,0.00450721,-0.35,-28.91,3177.64,202678.0,,44967583.0,46967583.0
927,DBTC,Debitcoin,0.00000098,0.0110178,-0.22,1.21,1796.58,198316.0,,17999629.0,25999629.0
928,AERM,Aerium,0.00001098,0.123739,1.19,-25.97,145357.0,188268.0,500000000.0,1521492.0,1931093.0
929,EREAL,eREAL,0.00000024,0.00266237,-0.94,-44.59,815.184,185040.0,,69501802.0,207000000.0
930,ADCN,Asiadigicoin,0.00000065,0.00732421,-1.0,48.3,872.422,182600.0,,24931054.0,210000000.0
931,LUNA,Luna Coin,0.00000902,0.101681,-0.35,-15.64,700.24,173511.0,,1706429.0,1706429.0
932,BOAT,BOAT,0.00000080,0.00901441,18.99,-18.72,2653.2,167198.0,,18547845.0,18547845.0
933,ROOFS,Roofs,0.00000011,0.00123948,9.65,16.06,3447.81,161132.0,,130000000.0,600000000.0
934,LTCU,LiteCoin Ultra,0.00001448,0.163199,4.11,-34.41,10084.5,159886.0,,979702.0,8479702.0
935,HMP,HempCoin,0.00000001,0.00011268,-33.54,-46.14,2622.54,152867.0,,1356645470.0,2856645470.0
936,BITEUR,bitEUR,0.00012491,1.4075,0.37,15.57,32189.5,151596.0,,107706.0,107706.0
937,PRX,Printerium,0.00000102,0.0115068,25.54,-11.54,671.078,136030.0,,11821728.0,11821728.0
938,WARP,WARP,0.00001090,0.122821,-0.35,-14.07,523.546,134517.0,,1095224.0,1095224.0
939,ICON,Iconic,0.00001993,0.224572,26.02,-6.51,764.798,133147.0,,592894.0,592894.0
940,CESC,CryptoEscudo,0.00000008,0.000901441,-0.35,291.24,984.179,129902.0,,144105100.0,594105100.0
941,MSCN,Master Swiscoin,0.00000025,0.00282409,-2.16,-28.66,4200.82,127489.0,,45143320.0,1007255720.0
942,UET,Useless Ethereum Token,0.00000283,0.0318846,-0.92,-26.9,14818.6,126445.0,,3965716.0,3965716.0
943,ATX,Artex Coin,0.00000060,0.00672646,0.39,-1.34,6661.76,126335.0,500000000.0,18781750.0,268781750.0
944,EXN,ExchangeN,0.00000200,0.022536,-0.34,-40.25,42613.5,114934.0,,5100000.0,10000000.0
945,WOMEN,WomenCoin,0.00000022,0.00251051,-0.35,-16.91,7138.53,111016.0,25000000000.0,44220400.0,44220400.0
946,BRAIN,Braincoin,0.00000096,0.0108173,47.18,64.4,1884.04,109194.0,22000000.0,10094424.0,10094424.0
947,SLEVIN,Slevin,0.00000013,0.00146484,-0.34,-44.94,566.421,102539.0,,70000000.0,70000000.0
948,MILO,MiloCoin,0.00000081,0.00910912,-0.35,-17.53,1345.32,98287.0,30015000.0,10789954.0,10789954.0
949,ACP,AnarchistsPrime,0.00000196,0.0220863,-0.36,-9.21,4899.62,97067.0,,4394874.0,4394874.0
950,GEERT,GeertCoin,0.00000163,0.0183112,-0.38,-4.96,1604.75,93226.0,,5091200.0,5091200.0
951,SOCC,SocialCoin,0.00000589,0.0663686,-0.35,-24.45,573.104,91912.0,,1384879.0,1384879.0
952,DOLLAR,Dollar Online,0.00001020,0.114934,5.79,-8.09,860.679,86634.0,,753776.0,9601412.0
953,PRC,PRCoin,0.00000043,0.0048457,-0.34,-13.61,36259.4,84176.0,,17371200.0,797371200.0
954,PONZI,PonziCoin,0.00000861,0.0970176,-0.34,-27.85,1239.0,83542.0,,861099.0,861099.0
955,XCS,CybCSec,0.00000054,0.00608473,-0.32,-49.27,11299.5,72007.0,,11834082.0,255834082.0
956,VRS,Veros,0.00000001,0.000133194,-34.28,-20.7,50425.2,64813.0,,486609040.0,10000000000.0
957,JOBS,JobsCoin,0.00000005,0.000563401,-0.34,11.98,1168.55,59731.0,,106019270.0,200019300.0
958,CTIC3,Coimatic 3.0,0.00000219,0.024677,-0.41,-18.99,17015.9,55758.0,102000000.0,2259512.0,102000000.0
959,IBANK,iBank,0.00000103,0.0116061,-0.31,-44.95,619.565,52533.0,,4526324.0,4526324.0
960,ARGUS,Argus,0.00000401,0.0451963,-1.08,-12.18,3754.84,51900.0,,1148324.0,5194373.0
961,COUPE,Coupecoin,0.00000002,0.000229055,-0.42,-17.35,22518.4,49998.0,,218281462.0,8001599000.0
962,RSGP,RSGPcoin,0.00253297,28.5416,-0.35,-28.55,503.23,49363.0,,1729.0,2159.0
963,ELS,Elysium,0.00000101,0.0113807,-0.35,-4.56,608.47,45580.0,18000000.0,4005012.0,4005012.0
964,SDP,SydPak,0.00002400,0.270432,83.69,28.65,7482.15,43294.0,,160094.0,160094.0
965,CRTM,Corethum,0.00000141,0.0159423,-0.94,-7.57,1333.84,39856.0,,2500000.0,3000000.0
966,NANOX,Project-X,45.0,507061.0,-0.35,4.5,7421.49,39685.0,,0.0,1.0
967,VOLT,Bitvolt,0.00000023,0.00259164,-0.32,-49.3,943.415,39166.0,,15112554.0,60132654.0
968,VLTC,Vault Coin,0.00000011,0.00127112,-10.84,-68.28,21273.8,38624.0,1000000000.0,30385540.0,530385540.0
969,CTIC2,Coimatic 2.0,0.00000025,0.00281118,-0.34,-76.37,2599.48,38043.0,102000000.0,13532750.0,30132750.0
970,XOC,Xonecoin,0.00000755,0.0850735,-0.35,-38.6,1031.94,35731.0,,420000.0,420000.0
971,CREVA,CrevaCoin,0.00000008,0.000924935,-0.68,8.06,8109.64,33659.0,,36390750.0,6240390800.0
972,ULA,Ulatech,0.00001431,0.161245,-0.35,-10.33,2360.91,32606.0,90000000.0,202211.0,54202211.0
973,AGLC,AgrolifeCoin,0.00000030,0.00338041,-35.01,39.69,8673.54,27871.0,,8244844.0,208244844.0
974,MGM,Magnum,0.00000050,0.00563401,-0.35,-16.52,1850.09,22785.0,,4044241.0,254044241.0
975,CONX,Concoin,0.00000203,0.0228741,-0.35,-2.55,1130.04,17024.0,,744266.0,1595266.0
976,CALC,CaliphCoin,0.00000021,0.00241887,-1.69,-45.69,12160.6,16090.0,189000000.0,6651808.0,148677180.0
977,GSR,GeyserCoin,0.00003043,0.342886,22.81,-17.81,2181.81,16069.0,4500000.0,46864.0,599334.0
978,EXRN,EXRNchain,0.000000005,0.0000601530,-1.23,-22.73,23326.2,9023.0,,150000000.0,10000000000.0
979,TSTR,Tristar Coin,0.00000010,0.0011268,-45.5,-47.12,9955.16,5665.0,,5027857.0,255027857.0
980,HMC,HarmonyCoin,0.00000075,0.00839726,-0.35,-14.36,7355.3,4713.0,67130000000.0,561235.0,33565561235.0
981,DMB,Digital Money Bits,0.00000081,0.0091271,-2.72,-0.1,8906.57,3845.0,50000000.0,421300.0,10421300.0
982,ABN,Abncoin,0.00000340,0.0383113,-0.35,34.79,2050.88,2594.0,,67700.0,4734367.0
983,APW,AppleCoin,0.00000002,0.00022536,-0.35,95.57,780.225,25.0,2100000000.0,110817.0,1600110817.0
984,VTA,Virtacoin,0.00000022,0.0025234,-0.4,28.24,12.4643,13124986.0,21000000000.0,5201310113.0,12666916683.0
985,PGL,Prospectors Gold,0.00001800,0.202824,-0.34,68.32,2.43389,13082148.0,220000000.0,64500000.0,220000000.0
986,XTO,Tao,0.00003166,0.355028,,-21.27,,11627280.0,,32750318.0,32750318.0
987,ETT,EncryptoTel [WAVES],0.00001090,0.122848,-3.0,-34.97,260.232,7632692.0,,62131190.0,77663987.0
988,ARC,Arcade Token,0.00038822,4.2954,,-46.4,,6328271.0,,1473267.0,1473267.0
989,RUSTBITS,Rustbits,0.00000821,0.094975,,,,3352700.0,,35300866.0,100000000.0
990,ICOO,ICO OpenLedger,0.0006288,7.08532,-3.68,19.99,302.663,3301416.0,,465952.0,465952.0
991,CRYPT,CryptCoin,0.00003180,0.452913,,,,2749156.0,,6069943.0,6069943.0
992,MBI,Monster Byte,0.00001448,0.158846,,14.16,,2672224.0,,16822736.0,40000000.0
993,SIFT,Smart Investment Fund Token,0.00031975,3.60296,-0.92,-13.29,56.3295,2604706.0,722935.0,722935.0,722935.0
994,PIPL,PiplCoin,0.00000260,0.0293215,-0.35,-16.79,497.492,2446711.0,7531907537.0,83444258.0,7489958537.0
995,INPAY,InPay,0.00001981,0.225637,,,,2256370.0,,10000000.0,10000000.0
996,JNS,Janus,0.00000850,0.0957734,-0.31,-33.01,450.099,2204736.0,,23020335.0,25201489.0
997,CORG,CorgiCoin,0.00000015,0.0016902,-0.35,23.68,9.29612,2115886.0,,1251855418.0,1251855418.0
998,STRC,StarCredits,0.00004040,0.455228,-9.06,-4.48,89.8717,2048526.0,20000000.0,4500000.0,20000000.0
999,YASH,YashCoin,0.00001800,0.202824,-0.34,23.74,40.5809,2028302.0,,10000305.0,10000305.0
1000,SHORTY,Shorty,0.00000174,0.0196064,-0.34,3.96,36.4613,1960640.0,,100000000.0,100000000.0
1001,SDC,ShadowCash,0.00002552,0.28756,-0.35,-10.73,4.26551,1925253.0,,6695133.0,6695133.0
1002,BTCR,Bitcurrency,0.00000082,0.00923978,40.89,-18.93,57.2558,1567054.0,,169598616.0,169598616.0
1003,MAX,MaxCoin,0.00000211,0.0237755,-0.62,-14.72,455.039,1460905.0,,61445805.0,61445805.0
1004,PASL,Pascal Lite,0.00002550,0.291449,,,,1435896.0,,4926750.0,4926750.0
1005,BPC,Bitpark Coin,0.00000168,0.018934,-0.35,-9.01,372.39,1420050.0,,75000000.0,100000000.0
1006,AMBER,AmberCoin,0.00000278,0.0313251,-0.34,9.97,493.58,1368891.0,,43699481.0,43699481.0
1007,XPTX,PlatinumBAR,0.00020011,2.25484,-0.35,-19.11,463.46,1179228.0,,522976.0,522976.0
1008,USC,Ultimate Secure Cash,0.00000973,0.109638,-0.34,-26.03,427.945,1133998.0,200084200.0,10343113.0,38602656.0
1009,TSE,Tattoocoin (Standard Edition),0.00000105,0.0118314,-0.35,-38.08,202.427,1069817.0,,90421856.0,90421856.0
1010,PR,Prototanium,0.00047011,5.29721,-4.37,-2.81,308.627,1039466.0,,196229.0,196229.0
1011,BLOCKPAY,BlockPay,0.00001678,0.189105,0.3,4.97,251.03,1026519.0,,5428300.0,98928316.0
1012,SIGT,Signatum,0.00000081,0.0091271,-0.35,-18.29,238.077,985478.0,,107972766.0,107972766.0
1013,METAL,MetalCoin,0.00000111,0.0125045,,-52.82,,961915.0,,76925527.0,76925527.0
1014,STS,Stress,0.00000015,0.0016902,-0.35,-8.3,16.9432,955190.0,,565134332.0,565134332.0
1015,FIMK,FIMKrypto,0.00000014,0.00157752,-0.35,-56.47,0.0157752,910236.0,,577004618.0,886395300.0
1016,FNC,FinCoin,0.00000592,0.0666615,-0.28,2.27,130.109,858511.0,,12878667.0,1812878667.0
1017,CASINO,Casino,0.00007487,0.843669,0.26,,0.843669,843669.0,,1000000.0,1000000.0
1018,BXT,BitTokens,0.00012891,1.45254,-17.28,12.11,282.751,835238.0,,575019.0,575019.0
1019,CV2,Colossuscoin V2,0.00000003,0.000338041,-0.35,-30.6,274.603,797378.0,,2358819009.0,22977351798.0
1020,B@,Bankcoin,0.00000672,0.075426,-0.51,2.69,,776268.0,,10291781.0,25000000.0
1021,WAY,WayGuide,0.00000065,0.00732421,-0.35,11.54,1.12782,732719.0,,100040708.0,100040708.0
1022,VAL,Valorbit,0.00000001,0.00011268,-0.35,-2.22,380.802,685981.0,,6087869165.0,922343287869165
1023,MAD,SatoshiMadness,0.00000003,0.000338041,-0.34,23.24,226.125,676313.0,,2000683485.0,2000683485.0
1024,FLY,Flycoin,0.0002652,2.98828,-0.34,-2.32,7.70755,629946.0,,210806.0,210806.0
1025,GLC,GlobalCoin,0.00000085,0.00957782,-0.35,38.43,149.208,624196.0,,65171010.0,65171010.0
1026,TALK,BTCtalkcoin,0.00000083,0.00935246,-0.35,41.97,207.325,610628.0,,65290635.0,65290635.0
1027,RMC,Remicoin,0.00002612,0.294325,-0.33,-5.25,130.29,582506.0,84000000.0,1979126.0,84000000.0
1028,BITZ,Bitz,0.00002508,0.282602,-0.32,6.18,52.3664,562630.0,,1990891.0,1990891.0
1029,PX,PX,0.00000050,0.00563401,-0.34,-21.52,166.53,554055.0,,98341177.0,98341177.0
1030,GRT,Grantcoin,0.00000100,0.011268,-0.34,-15.39,98.3917,491436.0,,43613424.0,10043613424.0
1031,J,Joincoin,0.00001407,0.158541,-0.35,4.02,138.477,482766.0,,3045052.0,3045052.0
1032,DLC,Dollarcoin,0.00000451,0.0508188,-0.34,-34.5,301.617,462792.0,,9106714.0,9106714.0
1033,BTSR,BTSR,0.00001228,0.138359,0.4,-54.81,429.476,454408.0,,3284266.0,3284266.0
1034,XVP,Virtacoinplus,0.00000358,0.0403411,-0.2,14.18,343.395,440873.0,,10928643.0,10928643.0
1035,BTPL,Bitcoin Planet,0.00000607,0.0683969,-0.35,-41.92,498.845,412733.0,,6034379.0,6532979.0
1036,CASH,Cashcoin,0.00000076,0.00856369,-0.35,1.97,184.764,408282.0,,47675905.0,47675905.0
1037,SHDW,Shadow Token,0.00000503,0.0566781,-15.45,-2.27,222.83,396747.0,,7000000.0,10000000.0
1038,JIN,Jin Coin,0.00000350,0.0394381,38.73,-44.95,148.134,392824.0,9960000.0,9960524.0,9960524.0
1039,CPN,CompuCoin,0.00000167,0.0188176,-4.36,-10.42,478.68,369108.0,,19615019.0,19615019.0
1040,CON,PayCon,0.00000137,0.0154372,-0.35,-18.82,232.196,355713.0,,23042604.0,23042604.0
1041,SCRT,SecretCoin,0.00000743,0.0837214,-0.35,-15.89,57.4226,354030.0,,4228672.0,4228672.0
1042,WMC,WMCoin,0.00000259,0.0305897,,32.73,,352622.0,,11527489.0,911527489.0
1043,CYP,Cypher,0.00000465,0.0523963,-0.34,-35.96,66.3503,333517.0,,6365285.0,6365285.0
1044,MAO,Mao Zedong,0.00000460,0.0518329,-0.32,-19.96,260.278,323309.0,,6237530.0,6237530.0
1045,SPEX,SproutsExtreme,0.00000001,0.00011268,-0.32,-2.19,18.0288,323009.0,,2866607586.0,2866607586.0
1046,TEK,TEKcoin,0.00000002,0.00022536,-0.35,-5.89,483.759,318671.0,,1414054562.0,1414054562.0
1047,YAC,Yacoin,0.00000022,0.00247896,-0.35,-0.97,33.4728,299031.0,,120627659.0,120627659.0
1048,GP,GoldPieces,0.00002167,0.244149,-3.27,-5.92,477.785,297901.0,,1220161.0,1220161.0
1049,ISL,IslaCoin,0.00001746,0.19674,-0.35,64.41,4.76829,297806.0,,1513704.0,1513704.0
1050,YEL,Yellow Token,0.00000217,0.0244449,-0.94,147.91,246.575,286037.0,21000000.0,11701301.0,21000000.0
1051,SLING,Sling,0.00002199,0.26491,,4.54,,284539.0,,1074095.0,1074095.0
1052,FRC,Freicoin,0.00000084,0.00946514,-0.34,-31.53,4.73257,283858.0,,29989831.0,100000000.0
1053,FRK,Franko,0.00002403,0.27077,-0.35,5.86,40.1599,252024.0,,930767.0,930767.0
1054,VUC,Virta Unique Coin,0.00000036,0.00405649,-0.32,-38.26,375.317,249854.0,120000000.0,61593575.0,61593575.0
1055,XBTC21,Bitcoin 21,0.00002795,0.314941,40.29,-30.09,382.781,249782.0,,793108.0,7093108.0
1056,SAC,SACoin,0.00000298,0.0335787,-0.35,-5.67,3.77163,235635.0,,7017395.0,7017395.0
1057,GBC,GBCGoldCoin,0.00000173,0.0194779,-0.39,-11.37,240.534,221304.0,,11361817.0,11361817.0
1058,JWL,Jewels,0.00000096,0.0108173,-0.35,48.82,3.81546,218311.0,,20181636.0,20181636.0
1059,FIRE,Firecoin,0.00018994,2.14025,-0.33,-44.25,40.8858,210626.0,,98412.0,98412.0
1060,COXST,CoExistCoin,0.00000068,0.00767066,-1.72,-19.71,0.383533,207875.0,,27100000.0,27100000.0
1061,WORM,HealthyWormCoin,0.00000016,0.00180288,-0.35,-13.06,435.623,204025.0,,113166200.0,113166200.0
1062,CTO,Crypto,0.00000132,0.0148738,-0.35,-1.75,397.952,190739.0,,12823807.0,12823807.0
1063,GCC,GuccioneCoin,0.00000083,0.00935246,-0.32,16.69,21.8659,189720.0,,20285537.0,23775537.0
1064,VEC2,VectorAI,0.00000098,0.0110427,-5.18,31.27,61.5594,185847.0,,16829822.0,16829822.0
1065,LEA,LeaCoin,0.00000005,0.000563401,-0.34,-26.26,139.828,184672.0,,327781092.0,327781092.0
1066,PIE,PIECoin,0.00000147,0.016564,-0.32,60.61,156.731,182999.0,,11047999.0,11047999.0
1067,TYCHO,Tychocoin,0.00000315,0.0354943,1.26,48.83,123.651,178336.0,,5024368.0,40024368.0
1068,VPRC,VapersCoin,0.00000002,0.00022536,99.31,65.44,22.5494,175809.0,,780124964.0,1635124964.0
1069,ANTI,AntiBitcoin,0.00000084,0.00946514,2.08,-5.92,33.9507,165310.0,,17465159.0,17465159.0
1070,CF,Californium,0.00000570,0.0642277,-0.35,-9.44,267.995,155455.0,,2420376.0,2420376.0
1071,DRM,Dreamcoin,0.00000528,0.0594951,-0.35,49.16,403.874,146120.0,,2455996.0,2455996.0
1072,BSTAR,Blackstar,0.00000002,0.00022536,-0.34,19.82,412.361,142156.0,,630795971.0,630795971.0
1073,URO,Uro,0.00001010,0.113807,-3.59,43.62,208.015,137400.0,,1207310.0,1207310.0
1074,FLVR,FlavorCoin,0.00000058,0.00653545,-0.35,42.82,3.07876,136579.0,,20898106.0,20898106.0
1075,VIP,VIP Tokens,0.00000014,0.00157752,-0.35,36.57,429.713,131645.0,,83450403.0,83450403.0
1076,JS,JavaScript Token,0.00000140,0.0158095,-0.94,8.35,279.522,126349.0,,7991996.0,7991996.0
1077,MTLMC3,Metal Music Coin,0.00000014,0.00157752,-0.34,10.32,1.57887,125759.0,,79719140.0,79719140.0
1078,BVC,BeaverCoin,0.00000339,0.0386124,,-0.17,,120288.0,,3115258.0,3115258.0
1079,LTCR,Litecred,0.00000035,0.00394381,-0.32,13.64,35.2641,119213.0,,30227750.0,30227750.0
1080,PLACO,PlayerCoin,0.00000030,0.00338041,6.77,31.09,320.461,118720.0,,35120000.0,100120000.0
1081,TOR,Torcoin,0.00003195,0.360013,4.65,-36.9,194.069,113828.0,,316179.0,1316179.0
1082,MND,MindCoin,0.00000063,0.00709885,-0.34,18.83,3.09848,112642.0,,15867695.0,15867695.0
1083,BLRY,BillaryCoin,0.00000111,0.0125075,-0.35,-22.96,176.381,112476.0,,8992689.0,8992689.0
1084,QBC,Quebecoin,0.00000066,0.00743689,-0.35,-9.42,105.054,111542.0,42000000.0,14998485.0,35785085.0
1085,PLNC,PLNcoin,0.00000057,0.00642277,-0.32,14.59,86.2418,109763.0,38540000.0,17089600.0,19089600.0
1086,CWXT,CryptoWorldX Token,0.00000016,0.00180288,-0.35,32.71,229.806,107506.0,,59630200.0,59630200.0
1087,DES,Destiny,0.00000590,0.0664813,-0.32,1.6,329.898,106370.0,,1600000.0,1600000.0
1088,RIDE,Ride My Car,0.00000009,0.00101412,28.12,4.15,78.0094,102707.0,,101276976.0,101276976.0
1089,DLISK,DAPPSTER,0.00000009,0.00101412,-0.34,-25.17,6.40046,101412.0,,100000000.0,100000000.0
1090,ZYD,Zayedcoin,0.00000144,0.0162259,-0.32,32.72,110.86,101312.0,,6243840.0,6243840.0
1091,SCS,Speedcash,0.00003411,0.384352,-0.32,2.74,469.376,100635.0,,261831.0,476918.0
1092,PULSE,Pulse,0.00000062,0.00698617,-0.32,-23.82,247.574,99895.0,,14298972.0,14298972.0
1093,RBX,Ripto Bux,0.00000002,0.000260151,-1.89,10.07,2.87076,99179.0,,381236123.0,1000000000.0
1094,ARB,ARbit,0.00000103,0.0116061,-0.34,-53.8,74.9241,95025.0,,8187515.0,8187515.0
1095,KNC,KingN Coin,0.00382999,43.1564,-0.35,0.76,190.237,86688.0,420000.0,2009.0,2509.0
1096,STEPS,Steps,0.00000041,0.00461989,-0.32,-3.25,32.1159,86046.0,,18625017.0,18625017.0
1097,TAGR,TAGRcoin,0.00000019,0.00214092,-0.32,11.59,53.4992,82789.0,,38669634.0,38669634.0
1098,BIOS,BiosCrypto,0.00000035,0.00394381,-6.09,-7.84,171.82,82117.0,,20821709.0,20821709.0
1099,WBB,Wild Beast Block,0.00004000,0.450721,-20.24,29.3,478.255,81995.0,,181919.0,181919.0
1100,GBT,GameBet Coin,0.00000033,0.00371845,-42.73,-16.71,447.151,79065.0,,21262780.0,22262780.0
1101,BSC,BowsCoin,0.00000125,0.014085,-0.32,-2.22,23.3917,78173.0,,5550102.0,5550102.0
1102,SH,Shilling,0.00000125,0.014085,-0.35,-7.0,51.7145,78112.0,,5545750.0,5545750.0
1103,CRDNC,Credence Coin,0.00000196,0.0221222,-0.77,5.31,86.1581,75813.0,25000000.0,3427006.0,9227006.0
1104,ZNE,Zonecoin,0.00000246,0.0277193,5.28,20.99,268.138,71570.0,,2581970.0,2581970.0
1105,G3N,G3N,0.00000083,0.00935246,25.35,-5.01,141.518,70722.0,,7561891.0,7561891.0
1106,URC,Unrealcoin,0.00000083,0.00935246,4.7,-3.41,60.8475,65695.0,,7024402.0,7024402.0
1107,PEX,PosEx,0.00000233,0.0262545,-0.35,-9.42,116.725,64409.0,,2453240.0,2453240.0
1108,OS76,OsmiumCoin,0.00000624,0.0703124,-0.32,51.64,1.19531,62861.0,,894026.0,894026.0
1109,EGO,EGO,0.00000009,0.00101412,-0.34,-8.61,45.9184,60847.0,,60000001.0,60000001.0
1110,LIR,LetItRide,0.00000014,0.00157752,-0.34,-9.35,6.26141,57618.0,,36524218.0,36524218.0
1111,BIOB,BioBar,0.00000572,0.0644531,-0.35,40.55,135.643,57090.0,,885756.0,985756.0
1112,ORLY,Orlycoin,0.00000013,0.00146484,-0.34,-21.03,1.14258,53682.0,,36646779.0,36646779.0
1113,ALTC,Antilitecoin,0.00000014,0.00157752,39.51,0.6,111.176,49712.0,,31512613.0,31512613.0
1114,HVCO,High Voltage,0.00000288,0.0324519,-0.35,-46.59,10.7427,48489.0,,1494171.0,1694171.0
1115,IMPS,ImpulseCoin,0.00000021,0.00236628,-16.28,20.63,85.7674,47907.0,,20245510.0,20245510.0
1116,CAB,Cabbage,0.00000037,0.00421433,,-11.3,,44250.0,,10499996.0,10499996.0
1117,CRT,CRTCoin,0.00004800,0.540865,-0.35,-2.19,22.549,42875.0,,79270.0,10079270.0
1118,LVPS,LevoPlus,0.00000183,0.0206723,-0.41,1.47,369.357,39948.0,,1932446.0,92932446.0
1119,FXE,FuturXe,0.00001177,0.13268,-0.61,-13.31,157.707,31236.0,,235421.0,84000000.0
1120,P7C,P7Coin,0.00000007,0.000788761,-0.32,-9.59,142.199,27780.0,,35220238.0,35220238.0
1121,XRC,Rawcoin,0.00000312,0.0352046,-0.43,-18.93,197.415,24815.0,,704882.0,704882.0
1122,NODC,NodeCoin,0.00000121,0.0136343,-0.35,-24.19,13.6343,22884.0,,1678439.0,5878439.0
1123,SANDG,Save and Gain,0.00000066,0.0073887,,-45.74,,22645.0,,3064800.0,3064800.0
1124,SLFI,Selfiecoin,0.00000001,0.00011268,-0.35,-2.19,30.4237,12150.0,,107829281.0,107829281.0
1125,LEX,Lex4All,0.00000104,0.0117176,0.25,-17.92,1.17176,11718.0,,1000000.0,5000000.0
1126,CFC,CoffeeCoin,0.00000007,0.0000307762,,,,4577.0,,148716816.0,148716816.0
1127,CCM100,CCMiner,0.00000011,0.00122332,0.21,-77.86,4.57155,4111.0,,3360417.0,6000000.0
1128,PIZZA,PizzaCoin,0.00000022,0.00247896,-0.35,34.42,54.5587,3416.0,,1377917.0,10127917.0
1129,DGCS,Digital Credits,0.00000004,0.000450721,-0.32,-49.16,132.312,2626.0,,5826388.0,201284316.0
1130,EBT,Ebittree Coin,0.00000018,0.00202824,-0.32,-12.65,351.038,2565.0,,1264511.0,811264511.0
1131,OCEAN,BurstOcean,0.00000042,0.00468705,0.25,-24.5,0.703057,993.0,,211827.0,1000000.0
1132,TOPC,TopChain,0.00000841,0.0948202,2.21,24.98,581023000.0,,,,2100000000.0
1133,ATMC,ATMCoin,0.00064159,7.22945,-0.53,9.66,119933000.0,,,,10000000000.0
1134,SWFTC,SwftCoin,0.00000398,0.0448562,-0.17,44.73,61389700.0,,,,
1135,DTA,DATA,0.00000519,0.0585202,5.89,,45497200.0,,,,11500000000.0
1136,SMT,SmartMesh,0.00001114,0.125501,-0.82,40.71,31040200.0,,,,3141592653.0
1137,OF,OFCOIN,0.00000040,0.00450994,0.37,,25441100.0,,,,51200000000.0
1138,OCN,Odyssey,0.00000329,0.0370835,-2.98,,21415000.0,,,,10000000000.0
1139,GNX,Genaro Network,0.00004711,0.530879,-0.65,17.62,19108700.0,,,,675000000.0
1140,SHOW,Show,0.00000089,0.0100227,6.35,21.08,18630800.0,,,,10000000000.0
1141,YEE,Yee,0.00000480,0.0541258,-3.2,,15176000.0,,,,10000000000.0
1142,BCD,Bitcoin Diamond,0.001725,19.4373,-0.96,3.58,14216500.0,,210000000.0,,154445750.0
1143,MEE,CoinMeet,0.00002330,0.262508,,,13254200.0,,,,400000000.0
1144,WIC,WaykiChain,0.00004917,0.553992,-0.01,18.11,11964700.0,,,,210000000.0
1145,QBT,Qbao,0.00010537,1.18735,-3.73,1.12,11590800.0,,,,100000000.0
1146,AIDOC,AI Doctor,0.00001175,0.132417,-0.18,37.75,11092100.0,,,,777775241.0
1147,DDD,Scry.info,0.00004078,0.459547,-0.59,,9937800.0,,,,1000000000.0
1148,LET,LinkEye,0.00001426,0.160659,-0.09,,9866260.0,,,,1000000000.0
1149,AAC,Acute Angle Cloud,0.00002142,0.24131,-2.0,,8681120.0,,,,1000000000.0
